ClientNum,Profit
CLT2277,6713.86
CLT2278,50796.39
CLT2279,64000.32
CLT2280,37859.33
CLT2281,3118.84
CLT2282,496.04
CLT2283,6963.03
CLT2284,6681.67
CLT2285,161116.35
CLT2286,97849.28
CLT2287,4783.36
CLT2288,13369.81
CLT2289,4612.28
CLT2290,51573.72
CLT2291,216304.74
CLT2292,3137.6
CLT2293,150641.17
CLT2294,418.28
CLT2295,4317.9
CLT2296,3260.41
CLT2297,69124.07
CLT2298,750.75
CLT2299,7185.76
CLT2300,4308.76
CLT2301,51137.72
CLT2302,14638.84
CLT2303,8185.86
CLT2304,16841.73
CLT2305,1290.76
CLT2306,7308.82
CLT2307,10822.57
CLT2308,6190.5
CLT2309,28982.58
CLT2310,4643.95
CLT2311,492389.16
CLT2312,364.11
CLT2313,28994.56
CLT2314,891.52
CLT2315,2189.24
CLT2316,1164.21
CLT2317,4587.11
CLT2318,1197.46
CLT2319,213.16
CLT2320,168164.21
CLT2321,530.89
CLT2322,1230853.69
CLT2323,1232.58
CLT2324,3391.79
CLT2325,213658.68
CLT2326,6367.99
CLT2327,215682.82
CLT2328,9104.21
CLT2329,716.98
CLT2330,1480.59
CLT2331,49.07
CLT2332,202471.05
CLT2333,327018.23
CLT2334,70656.59
CLT2335,17218.23
CLT2336,9149.8
CLT2337,124727.24
CLT2338,253142.24
CLT2339,70455.55
CLT2340,0.0
CLT2341,13378.1
CLT2342,4968.3
CLT2343,1568.55
CLT2344,2636.74
CLT2345,8593.94
CLT2346,6601.04
CLT2347,32789.08
CLT2348,5916.16
CLT2349,16347.88
CLT2350,7502.43
CLT2351,26397.02
CLT2352,788.29
CLT2353,8377.57
CLT2354,45628.17
CLT2355,6814.69
CLT2356,13621.31
CLT2357,10409.97
CLT2358,11765.37
CLT2359,658.24
CLT2360,22522.65
CLT2361,2582.04
CLT2362,7289.01
CLT2363,6802.08
CLT2364,5240.24
CLT2365,30363.56
CLT2366,10026.53
CLT2367,134701.03
CLT2368,82541.42
CLT2369,56427.06
CLT2370,226347.25
CLT2371,6099.37
CLT2372,1350.28
CLT2373,2522.79
CLT2374,8965.04
CLT2375,21631.88
CLT2376,7266.21
CLT2377,6385.67
CLT2378,15283.13
CLT2379,62907.77
CLT2380,7620.12
CLT2381,3877.36
CLT2382,219.86
CLT2383,2073.94
CLT2384,81799.6
CLT2385,391314.53
CLT2386,38838.85
CLT2387,9320.34
CLT2388,6053.73
CLT2389,15551.83
CLT2390,118702.41
CLT2391,14296.85
CLT2392,1930.51
CLT2393,23530.7
CLT2394,26943.19
CLT2395,13084.32
CLT2396,6898.35
CLT2397,418.28
CLT2398,17041.22
CLT2399,18789.85
CLT2400,466.54
CLT2401,5215.82
CLT2402,31089.18
CLT2403,25992.11
CLT2404,11040.07
CLT2405,111685.55
CLT2406,37636.81
CLT2407,713.22
CLT2408,0.0
CLT2409,32861.53
CLT2410,759184.21
CLT2411,15312.06
CLT2412,3771.16
CLT2413,7214.99
CLT2414,192469.2
CLT2415,293576.06
CLT2416,11699.65
CLT2417,82357.79
CLT2418,12294.38
CLT2419,190349.11
CLT2420,2495.99
CLT2421,1494.79
CLT2422,12767.91
CLT2423,60089.73
CLT2424,15322.03
CLT2425,408.89
CLT2426,21805.51
CLT2427,132426.83
CLT2428,5367.08
CLT2429,1147.59
CLT2430,2734.89
CLT2431,101392.6
CLT2432,3539.27
CLT2433,97593.72
CLT2434,29799.49
CLT2435,2745.59
CLT2436,11465.9
CLT2437,3039.75
CLT2438,4505.05
CLT2439,10465.75
CLT2440,25498.74
CLT2441,3205.45
CLT2442,0.0
CLT2443,74206.32
CLT2444,13678.67
CLT2445,8047.01
CLT2446,196587.37
CLT2447,13992.79
CLT2448,10362.23
CLT2449,5515.9
CLT2450,13621.07
CLT2451,8702.82
CLT2452,6919.04
CLT2453,3867.44
CLT2454,15099.63
CLT2455,70936.65
CLT2456,9556.8
CLT2457,4929.22
CLT2458,6341.97
CLT2459,101603.58
CLT2460,91.16
CLT2461,2729.52
CLT2462,14520.31
CLT2463,49383.55
CLT2464,7401.31
CLT2465,10028.97
CLT2466,2028.38
CLT2467,16510.27
CLT2468,12249.85
CLT2469,77012.24
CLT2470,37497.47
CLT2471,363.32
CLT2472,15940.08
CLT2473,3378.4
CLT2474,41921.44
CLT2475,4391.9
CLT2476,145324.42
CLT2477,26548.69
CLT2478,3642.79
CLT2479,6561.4
CLT2480,85008.31
CLT2481,5879.42
CLT2482,7267.27
CLT2483,1553.88
CLT2484,494.69
CLT2485,45144.66
CLT2486,6595.34
CLT2487,28895.89
CLT2488,335.16
CLT2489,39229.85
CLT2490,3942.77
CLT2491,75804.93
CLT2492,1348.67
CLT2493,18027.45
CLT2494,15358.02
CLT2495,29092.44
CLT2496,283092.89
CLT2497,54763.95
CLT2498,190064.92
CLT2499,534.91
CLT2500,6174.66
CLT2501,36969.3
CLT2502,64095.5
CLT2503,9706.22
CLT2504,90083.89
CLT2505,247260.0
CLT2506,29676.05
CLT2507,58519.87
CLT2508,7068.33
CLT2509,8239.77
CLT2510,336545.83
CLT2511,3581.41
CLT2512,477.8
CLT2513,6537.17
CLT2514,55511.41
CLT2515,1780.61
CLT2516,58145.86
CLT2517,11490.5
CLT2518,9070.68
CLT2519,1232.58
CLT2520,200352.46
CLT2521,9515.52
CLT2522,793.65
CLT2523,246576.44
CLT2524,105523.61
CLT2525,9296.98
CLT2526,36883.44
CLT2527,9975.59
CLT2528,16752.5
CLT2529,3303.04
CLT2530,60081.78
CLT2531,22442.66
CLT2532,418.28
CLT2533,3077.54
CLT2534,18868.02
CLT2535,2166.97
CLT2536,2484.45
CLT2537,14802.7
CLT2538,305.66
CLT2539,1689.72
CLT2540,20183.36
CLT2541,1384.87
CLT2542,21659.21
CLT2543,3395.27
CLT2544,27183.71
CLT2545,13029.82
CLT2546,25003.79
CLT2547,4724.92
CLT2548,66151.04
CLT2549,723999.76
CLT2550,3826.42
CLT2551,7597.37
CLT2552,4747.18
CLT2553,11431.05
CLT2554,975.98
CLT2555,6182.18
CLT2556,11461.03
CLT2557,6133.37
CLT2558,245113.71
CLT2559,32420.33
CLT2560,7514.72
CLT2561,2047.15
CLT2562,3061.98
CLT2563,18757.8
CLT2564,2268.34
CLT2565,11812.55
CLT2566,7035.09
CLT2567,168650.72
CLT2568,8731.77
CLT2569,6601.23
CLT2570,36585.66
CLT2571,11111.13
CLT2572,311425.65
CLT2573,155727.37
CLT2574,10355.81
CLT2575,3322.61
CLT2576,97715.66
CLT2577,50974.67
CLT2578,907.34
CLT2579,37319.13
CLT2580,690.42
CLT2581,189674.66
CLT2582,192130.82
CLT2583,9013.26
CLT2584,6431.05
CLT2585,4587.38
CLT2586,10979.74
CLT2587,3456.13
CLT2588,19524.66
CLT2589,102566.16
CLT2590,5006.98
CLT2591,5295.49
CLT2592,25733.82
CLT2593,15276.95
CLT2594,11398.26
CLT2595,28828.96
CLT2596,13339.24
CLT2597,5916.16
CLT2598,17433.01
CLT2599,4354.35
CLT2600,55506.96
CLT2601,116576.27
CLT2602,2241.53
CLT2603,6012.71
CLT2604,20972.79
CLT2605,297.62
CLT2606,8923.51
CLT2607,5091.7
CLT2608,6822.77
CLT2609,3633.09
CLT2610,299154.92
CLT2611,4419.78
CLT2612,3673.31
CLT2613,104498.83
CLT2614,415.59
CLT2615,13657.63
CLT2616,201526.96
CLT2617,6494.0
CLT2618,11679.53
CLT2619,31507.5
CLT2620,22007.69
CLT2621,2486.87
CLT2622,39919.74
CLT2623,35257.28
CLT2624,54431.49
CLT2625,2176.09
CLT2626,52227.78
CLT2627,14352.48
CLT2628,153721.0
CLT2629,1956.61
CLT2630,11603.64
CLT2631,3014.53
CLT2632,8979.77
CLT2633,17105.37
CLT2634,4418.72
CLT2635,28450.47
CLT2636,15580.74
CLT2637,19661.91
CLT2638,15831.46
CLT2639,952.65
CLT2640,3725.61
CLT2641,2792.79
CLT2642,12179.64
CLT2643,10292.39
CLT2644,18813.49
CLT2645,418.28
CLT2646,2300.78
CLT2647,8321.03
CLT2648,5743.78
CLT2649,1764.26
CLT2650,453119.42
CLT2651,46266.28
CLT2652,6680.63
CLT2653,5255.51
CLT2654,10531.45
CLT2655,38015.34
CLT2656,3885.41
CLT2657,172.94
CLT2658,6705.57
CLT2659,5542.43
CLT2660,1333.92
CLT2661,219.86
CLT2662,145557.6
CLT2663,15351.79
CLT2664,325542.27
CLT2665,4388.96
CLT2666,135349.73
CLT2667,1535.02
CLT2668,2752.6
CLT2669,16279.78
CLT2670,36564.82
CLT2671,704441.0
CLT2672,8569.83
CLT2673,5158.74
CLT2674,19745.89
CLT2675,46285.68
CLT2676,7244.79
CLT2677,1662.65
CLT2678,120.66
CLT2679,2315.81
CLT2680,17921.56
CLT2681,30176.25
CLT2682,20907.17
CLT2683,40537.92
CLT2684,11452.47
CLT2685,5756.67
CLT2686,99.21
CLT2687,17410.73
CLT2688,18695.01
CLT2689,39904.59
CLT2690,55249.98
CLT2691,7893.59
CLT2692,8631.59
CLT2693,20786.06
CLT2694,947.82
CLT2695,37877.34
CLT2696,8224.78
CLT2697,5094.64
CLT2698,27968.05
CLT2699,7384.73
CLT2700,24505.48
CLT2701,19941.41
CLT2702,2673.2
CLT2703,4444.44
CLT2704,1374.14
CLT2705,19646.12
CLT2706,18163.38
CLT2707,62153.76
CLT2708,3071.91
CLT2709,16816.92
CLT2710,470.3
CLT2711,622.05
CLT2712,33218.3
CLT2713,25.47
CLT2714,11167.16
CLT2715,169387.4
CLT2716,325417.59
CLT2717,3741.69
CLT2718,3189.61
CLT2719,7436.71
CLT2720,24193.02
CLT2721,4465.64
CLT2722,663364.08
CLT2723,580084.68
CLT2724,3379.18
CLT2725,7936.5
CLT2726,7592.22
CLT2727,12626.28
CLT2728,58557.12
CLT2729,2676695.34
CLT2730,3512.43
CLT2731,10623.37
CLT2732,22021.93
CLT2733,15645.18
CLT2734,571.11
CLT2735,869851.3
CLT2736,5172.74
CLT2737,396543.19
CLT2738,217882.0
CLT2739,44192.58
CLT2740,491466.46
CLT2741,41017.85
CLT2742,9404.78
CLT2743,34467.81
CLT2744,23378.36
CLT2745,14451.98
CLT2746,5421.2
CLT2747,6964.01
CLT2748,20927.26
CLT2749,70798.83
CLT2750,183818.42
CLT2751,10144.25
CLT2752,98680.89
CLT2753,23067.9
CLT2754,84331.91
CLT2755,38449.66
CLT2756,1167.94
CLT2757,5406.23
CLT2758,603.29
CLT2759,198568.31
CLT2760,2985.57
CLT2761,25764.49
CLT2762,22532.77
CLT2763,10131.67
CLT2764,15066.26
CLT2765,31244.74
CLT2766,12778.92
CLT2767,236409.44
CLT2768,13405.46
CLT2769,7616.67
CLT2770,304429.75
CLT2771,161438.33
CLT2772,1254.84
CLT2773,92110.44
CLT2774,7151.16
CLT2775,51411.25
CLT2776,14271.25
CLT2777,6682.13
CLT2778,89189.34
CLT2779,93471.44
CLT2780,10330.86
CLT2781,2472.11
CLT2782,8477.32
CLT2783,6263.41
CLT2784,8885.14
CLT2785,5189.28
CLT2786,8685.93
CLT2787,39389.09
CLT2788,17203.46
CLT2789,4078.2
CLT2790,7043.65
CLT2791,615.88
CLT2792,73081.49
CLT2793,37684.08
CLT2794,2790.64
CLT2795,58585.42
CLT2796,8066.54
CLT2797,134056.32
CLT2798,2142.32
CLT2799,1281.63
CLT2800,12408.83
CLT2801,3642.76
CLT2802,4084.88
CLT2803,3927.51
CLT2804,27493.61
CLT2805,5111.37
CLT2806,15310.24
CLT2807,23668.32
CLT2808,25048.43
CLT2809,454.47
CLT2810,5024.15
CLT2811,4370.44
CLT2812,14469.94
CLT2813,174292.92
CLT2814,18570.4
CLT2815,6502.0
CLT2816,68499.33
CLT2817,4196.16
CLT2818,327964.15
CLT2819,6287.81
CLT2820,498.7
CLT2821,62395.01
CLT2822,159332.32
CLT2823,5428.74
CLT2824,64178.57
CLT2825,32495.49
CLT2826,4810.74
CLT2827,48128.58
CLT2828,11611.99
CLT2829,38361.96
CLT2830,56583.72
CLT2831,2359.52
CLT2832,3943.32
CLT2833,97171.78
CLT2834,4323.77
CLT2835,3530.8
CLT2836,190810.42
CLT2837,15349.93
CLT2838,21886.81
CLT2839,1072.51
CLT2840,55206.07
CLT2841,5948.07
CLT2842,531582.41
CLT2843,162342.43
CLT2844,27583.72
CLT2845,0.0
CLT2846,9512.27
CLT2847,6574.99
CLT2848,8545.71
CLT2849,6172.5
CLT2850,282544.08
CLT2851,4157.54
CLT2852,7791.71
CLT2853,65.42
CLT2854,5097.05
CLT2855,49.27
CLT2856,1121.84
CLT2857,2488.21
CLT2858,25426.37
CLT2859,418.28
CLT2860,110789.38
CLT2861,3217.52
CLT2862,84337.75
CLT2863,6103.88
CLT2864,418.28
CLT2865,16184.1
CLT2866,5020.13
CLT2867,14585.04
CLT2868,4240.4
CLT2869,41442.62
CLT2870,21082.71
CLT2871,9518.51
CLT2872,42736.46
CLT2873,137503.31
CLT2874,2421.18
CLT2875,30839.29
CLT2876,17693.88
CLT2877,14836.81
CLT2878,9917.41
CLT2879,5620.44
CLT2880,5427.4
CLT2881,6229.88
CLT2882,11536.08
CLT2883,13461.54
CLT2884,265.44
CLT2885,377357.93
CLT2886,4755.22
CLT2887,51705.76
CLT2888,4569.94
CLT2889,327.11
CLT2890,28375.8
CLT2891,10340.26
CLT2892,15350.22
CLT2893,10903.56
CLT2894,235756.59
CLT2895,17867.95
CLT2896,4472.86
CLT2897,26575.34
CLT2898,64209.64
CLT2899,8987.83
CLT2900,52312.96
CLT2901,505.42
CLT2902,23679.2
CLT2903,154909.91
CLT2904,816.18
CLT2905,5685.58
CLT2906,84245.15
CLT2907,20446.44
CLT2908,21743.68
CLT2909,2866.53
CLT2910,3566.07
CLT2911,238404.06
CLT2912,84687.06
CLT2913,13047.0
CLT2914,18661.61
CLT2915,2783.13
CLT2916,1996.45
CLT2917,4373.92
CLT2918,220416.24
CLT2919,17834.38
CLT2920,60522.95
CLT2921,68374.89
CLT2922,3275.07
CLT2923,2603.48
CLT2924,5275.65
CLT2925,3464.17
CLT2926,794.45
CLT2927,2401.34
CLT2928,24874.06
CLT2929,1838.8
CLT2930,10603.01
CLT2931,27638.33
CLT2932,27304.55
CLT2933,8313.53
CLT2934,210366.23
CLT2935,37495.99
CLT2936,22572.2
CLT2937,63669.56
CLT2938,3934.75
CLT2939,1560.76
CLT2940,7775.66
CLT2941,587578.75
CLT2942,45126.65
CLT2943,13458.57
CLT2944,5071.85
CLT2945,127352.84
CLT2946,11163.13
CLT2947,7707.03
CLT2948,8752.95
CLT2949,90925.58
CLT2950,17690.97
CLT2951,12632.2
CLT2952,528.2
CLT2953,3591.01
CLT2954,15031.13
CLT2955,4536.95
CLT2956,75757.71
CLT2957,82649.36
CLT2958,2954.73
CLT2959,434.36
CLT2960,71859.01
CLT2961,23706.39
CLT2962,28478.41
CLT2963,660.66
CLT2964,24053.8
CLT2965,171347.72
CLT2966,12067.01
CLT2967,6076.27
CLT2968,3827.76
CLT2969,21083.17
CLT2970,154332.27
CLT2971,13088.79
CLT2972,5831.71
CLT2973,15658.51
CLT2974,183593.77
CLT2975,14157.61
CLT2976,6810.38
CLT2977,219503.71
CLT2978,2530.57
CLT2979,1428.03
CLT2980,113417.82
CLT2981,126303.5
CLT2982,51642.02
CLT2983,9517.63
CLT2984,41137.02
CLT2985,3088.26
CLT2986,13849.98
CLT2987,1661.03
CLT2988,23859.94
CLT2989,642.15
CLT2990,1928.08
CLT2991,12813.76
CLT2992,301149.54
CLT2993,521994.12
CLT2994,35796.49
CLT2995,77503.98
CLT2996,91551.51
CLT2997,33781.03
CLT2998,21174.2
CLT2999,19156.59
CLT3000,7577.23
CLT3001,40965.03
CLT3002,1115.4
CLT3003,14882.03
CLT3004,7169.93
CLT3005,3376.77
CLT3006,16610.62
CLT3007,26281.71
CLT3008,2552.56
CLT3009,4531.42
CLT3010,12673.85
CLT3011,19964.08
CLT3012,4179.01
CLT3013,23788.71
CLT3014,61.67
CLT3015,5980.27
CLT3016,241519.61
CLT3017,9962.22
CLT3018,19546.4
CLT3019,5840.57
CLT3020,46763.89
CLT3021,98952.44
CLT3022,1272.53
CLT3023,9515.49
CLT3024,406.21
CLT3025,17713.74
CLT3026,162512.1
CLT3027,1032.28
CLT3028,55238.58
CLT3029,15661.77
CLT3030,7661.66
CLT3031,28263.17
CLT3032,3747.86
CLT3033,2922.57
CLT3034,1498.57
CLT3035,12531.92
CLT3036,4998.13
CLT3037,7655.24
CLT3038,3182.64
CLT3039,9160.52
CLT3040,12109.61
CLT3041,11243.32
CLT3042,14434.44
CLT3043,2269.41
CLT3044,63789.7
CLT3045,2610.49
CLT3046,6518.93
CLT3047,12652.87
CLT3048,23400.73
CLT3049,37467.83
CLT3050,5819.63
CLT3051,17700.6
CLT3052,31573.18
CLT3053,890.18
CLT3054,978.66
CLT3055,17235.64
CLT3056,5370.28
CLT3057,154672.74
CLT3058,551547.25
CLT3059,80434.16
CLT3060,10301.42
CLT3061,13681.12
CLT3062,3525.04
CLT3063,6768.56
CLT3064,198.41
CLT3065,59370.86
CLT3066,508954.94
CLT3067,14800.5
CLT3068,3345.39
CLT3069,2186.55
CLT3070,3888.89
CLT3071,1575.24
CLT3072,6012.23
CLT3073,14469.94
CLT3074,42540.68
CLT3075,3536.73
CLT3076,6854.9
CLT3077,9866.99
CLT3078,11149.48
CLT3079,18420.23
CLT3080,3270.32
CLT3081,7482.86
CLT3082,9879.52
CLT3083,16144.12
CLT3084,1608.75
CLT3085,28191.92
CLT3086,34853.55
CLT3087,798.75
CLT3088,3924.06
CLT3089,38817.88
CLT3090,13167.11
CLT3091,82723.61
CLT3092,11255.95
CLT3093,3421.28
CLT3094,45590.67
CLT3095,121013.07
CLT3096,483141.48
CLT3097,5485.86
CLT3098,3395.0
CLT3099,3461.21
CLT3100,12203.75
CLT3101,7793.08
CLT3102,39260.59
CLT3103,4075.51
CLT3104,7982.13
CLT3105,119007.49
CLT3106,21421.59
CLT3107,122227.81
CLT3108,2901.39
CLT3109,14195.59
CLT3110,236550.72
CLT3111,150857.8
CLT3112,7957.99
CLT3113,7124.91
CLT3114,39950.68
CLT3115,2279.59
CLT3116,4545.54
CLT3117,3402.5
CLT3118,457.15
CLT3119,1273.59
CLT3120,418.28
CLT3121,5217.75
CLT3122,11506.62
CLT3123,2784.49
CLT3124,3319.94
CLT3125,9115.5
CLT3126,33577.44
CLT3127,11852.19
CLT3128,294.94
CLT3129,5357.69
CLT3130,17561.17
CLT3131,27976.29
CLT3132,32954.0
CLT3133,229479.12
CLT3134,5699.03
CLT3135,108821.73
CLT3136,0.0
CLT3137,50747.36
CLT3138,8097.93
CLT3139,7657.12
CLT3140,29257.88
CLT3141,15269.88
CLT3142,134832.3
CLT3143,45838.65
CLT3144,4420.4
CLT3145,1744.97
CLT3146,103285.63
CLT3147,24741.33
CLT3148,416660.84
CLT3149,107831.44
CLT3150,3331.75
CLT3151,28637.26
CLT3152,16586.82
CLT3153,137347.51
CLT3154,91.16
CLT3155,12218.5
CLT3156,1912.8
CLT3157,13050.99
CLT3158,16972.38
CLT3159,25178.35
CLT3160,15471.63
CLT3161,10513.75
CLT3162,17622.46
CLT3163,2231.87
CLT3164,2772.95
CLT3165,111465.48
CLT3166,85788.04
CLT3167,13237.42
CLT3168,325.77
CLT3169,21370.39
CLT3170,20719.49
CLT3171,96756.66
CLT3172,7242.06
CLT3173,1484.34
CLT3174,4968.9
CLT3175,17967.47
CLT3176,8926.94
CLT3177,471.63
CLT3178,8692.64
CLT3179,10257.97
CLT3180,4611.75
CLT3181,16573.12
CLT3182,161572.16
CLT3183,3528.52
CLT3184,18276.16
CLT3185,1689.18
CLT3186,7836.0
CLT3187,11950.66
CLT3188,64217.2
CLT3189,1000.11
CLT3190,20310.49
CLT3191,17993.12
CLT3192,83218.7
CLT3193,167.58
CLT3194,1187.79
CLT3195,187914.96
CLT3196,2584.19
CLT3197,2842.77
CLT3198,15953.55
CLT3199,2600.83
CLT3200,30929.65
CLT3201,233831.25
CLT3202,19171.22
CLT3203,99.21
CLT3204,11186.2
CLT3205,48846.51
CLT3206,92114.64
CLT3207,14726.0
CLT3208,2259.49
CLT3209,22053.37
CLT3210,17443.28
CLT3211,5365.75
CLT3212,3164.67
CLT3213,169211.7
CLT3214,10244.84
CLT3215,87009.08
CLT3216,10928.17
CLT3217,19586.61
CLT3218,9656.51
CLT3219,54959.21
CLT3220,4869.15
CLT3221,10160.61
CLT3222,15808.65
CLT3223,2557.92
CLT3224,143008.44
CLT3225,44545.15
CLT3226,25938.76
CLT3227,5225.77
CLT3228,176735.06
CLT3229,43090.49
CLT3230,165323.84
CLT3231,22015.77
CLT3232,232303.46
CLT3233,3939.31
CLT3234,4637.76
CLT3235,12687.15
CLT3236,213821.76
CLT3237,33414.09
CLT3238,4705.49
CLT3239,10895.79
CLT3240,1461.29
CLT3241,4040.38
CLT3242,2442.9
CLT3243,15195.95
CLT3244,137259.54
CLT3245,18098.46
CLT3246,1436781.8
CLT3247,21511.68
CLT3248,5033.32
CLT3249,15997.7
CLT3250,5570.32
CLT3251,46584.4
CLT3252,11816.57
CLT3253,7926.84
CLT3254,40114.26
CLT3255,24185.95
CLT3256,46700.31
CLT3257,5656.38
CLT3258,19204.76
CLT3259,18568.3
CLT3260,4994.05
CLT3261,108312.7
CLT3262,2183.36
CLT3263,1085.11
CLT3264,126308.44
CLT3265,3985.15
CLT3266,5665.24
CLT3267,10617.51
CLT3268,224145.35
CLT3269,3380.79
CLT3270,9466.48
CLT3271,67.03
CLT3272,10128.2
CLT3273,3778.43
CLT3274,4558.14
CLT3275,2202.93
CLT3276,47368.81
CLT3277,149091.09
CLT3278,7187.67
CLT3279,4295.63
CLT3280,9140.1
CLT3281,473926.72
CLT3282,28737.72
CLT3283,21584.1
CLT3284,169756.89
CLT3285,5799.81
CLT3286,172903.78
CLT3287,142142.53
CLT3288,20727.44
CLT3289,50.94
CLT3290,7202.64
CLT3291,79417.44
CLT3292,46984.21
CLT3293,126751.94
CLT3294,21764.31
CLT3295,83522.58
CLT3296,8522.38
CLT3297,707.85
CLT3298,10352.04
CLT3299,3485.63
CLT3300,13710.44
CLT3301,43544.45
CLT3302,25498.18
CLT3303,804.38
CLT3304,30802.37
CLT3305,472325.89
CLT3306,52223.76
CLT3307,1635.57
CLT3308,2111.5
CLT3309,2254.12
CLT3310,19245.85
CLT3311,86960.16
CLT3312,8408.4
CLT3313,20534.41
CLT3314,820.47
CLT3315,19397.57
CLT3316,10038.06
CLT3317,26898.41
CLT3318,12350.14
CLT3319,40087.68
CLT3320,11475.2
CLT3321,1327.22
CLT3322,85270.26
CLT3323,6901.57
CLT3324,30834.49
CLT3325,11587.01
CLT3326,23988.12
CLT3327,3844.93
CLT3328,24641.31
CLT3329,9897.62
CLT3330,11765.37
CLT3331,29307.81
CLT3332,30935.04
CLT3333,358354.15
CLT3334,43684.46
CLT3335,40446.09
CLT3336,1367.45
CLT3337,260892.75
CLT3338,59676.19
CLT3339,21174.67
CLT3340,210526.88
CLT3341,13289.37
CLT3342,804.39
CLT3343,63989.65
CLT3344,21391.85
CLT3345,96827.93
CLT3346,21651.87
CLT3347,80660.51
CLT3348,15954.82
CLT3349,2883.97
CLT3350,66338.71
CLT3351,513.72
CLT3352,14350.34
CLT3353,2918.02
CLT3354,48023.52
CLT3355,4930.83
CLT3356,374342.09
CLT3357,2735.41
CLT3358,14505.07
CLT3359,17857.45
CLT3360,98637.04
CLT3361,3698.54
CLT3362,2427.61
CLT3363,76795.35
CLT3364,3095.5
CLT3365,0.0
CLT3366,21483.56
CLT3367,127.36
CLT3368,84833.45
CLT3369,20659.22
CLT3370,14968.12
CLT3371,46839.88
CLT3372,515852.96
CLT3373,33996.41
CLT3374,748088.12
CLT3375,14434.31
CLT3376,154910.13
CLT3377,256723.47
CLT3378,1187.79
CLT3379,145166.29
CLT3380,9846.41
CLT3381,60046.82
CLT3382,20317.78
CLT3383,24694.34
CLT3384,17764.1
CLT3385,2299.99
CLT3386,1027.46
CLT3387,8380.09
CLT3388,9087.55
CLT3389,11524.03
CLT3390,13698.57
CLT3391,17480.36
CLT3392,41333.13
CLT3393,2085.75
CLT3394,356309.09
CLT3395,6494.0
CLT3396,18011.12
CLT3397,3580.38
CLT3398,6962.46
CLT3399,11093.72
CLT3400,16619.51
CLT3401,22463.54
CLT3402,481616.21
CLT3403,62572.12
CLT3404,11541.42
CLT3405,1091.27
CLT3406,1955363.3
CLT3407,4954.14
CLT3408,6497.5
CLT3409,21802.6
CLT3410,5034.87
CLT3411,91233.59
CLT3412,9189.76
CLT3413,536.26
CLT3414,9003.94
CLT3415,6842.55
CLT3416,39690.7
CLT3417,3631.78
CLT3418,189550.18
CLT3419,17889.92
CLT3420,17922.03
CLT3421,65.69
CLT3422,11142.99
CLT3423,3291.24
CLT3424,61522.0
CLT3425,41406.11
CLT3426,442.14
CLT3427,14157.07
CLT3428,287025.23
CLT3429,20787.76
CLT3430,193.05
CLT3431,12701.11
CLT3432,509.44
CLT3433,130431.32
CLT3434,2202.93
CLT3435,39009.6
CLT3436,1758.64
CLT3437,0.0
CLT3438,17631.02
CLT3439,39590.69
CLT3440,7435.11
CLT3441,14372.05
CLT3442,228972.78
CLT3443,509.44
CLT3444,119.05
CLT3445,266152.99
CLT3446,12123.57
CLT3447,11444.42
CLT3448,1875.53
CLT3449,22374.54
CLT3450,9030.46
CLT3451,900.9
CLT3452,992.06
CLT3453,9250.3
CLT3454,43712.83
CLT3455,10852.12
CLT3456,53422.54
CLT3457,207194.44
CLT3458,20069.19
CLT3459,12723.37
CLT3460,2744.26
CLT3461,3567.39
CLT3462,71537.22
CLT3463,9601.8
CLT3464,37224.37
CLT3465,67157.41
CLT3466,4744.2
CLT3467,18750.23
CLT3468,7662.99
CLT3469,36376.11
CLT3470,15320.7
CLT3471,9762.42
CLT3472,8688.61
CLT3473,640347.72
CLT3474,2941.32
CLT3475,27883.75
CLT3476,3344.86
CLT3477,24250.92
CLT3478,28937.41
CLT3479,2594.14
CLT3480,23186.15
CLT3481,17381.41
CLT3482,13700.13
CLT3483,7570.57
CLT3484,12366.46
CLT3485,29504.6
CLT3486,99895.22
CLT3487,28084.51
CLT3488,11505.27
CLT3489,57561.24
CLT3490,192900.25
CLT3491,412470.31
CLT3492,6442.24
CLT3493,28225.61
CLT3494,249518.31
CLT3495,11551.4
CLT3496,4812.87
CLT3497,11772.07
CLT3498,16986.31
CLT3499,1707.95
CLT3500,26931.85
CLT3501,635.46
CLT3502,3732.33
CLT3503,13921.88
CLT3504,28426.04
CLT3505,7448.55
CLT3506,50071.11
CLT3507,25599.29
CLT3508,6831.85
CLT3509,148993.03
CLT3510,126645.65
CLT3511,10665.25
CLT3512,909.48
CLT3513,1356.71
CLT3514,19539.66
CLT3515,13099.25
CLT3516,8965.58
CLT3517,3297.94
CLT3518,117321.24
CLT3519,3805.22
CLT3520,16484.35
CLT3521,4689.24
CLT3522,4232.1
CLT3523,45975.78
CLT3524,8436.31
CLT3525,3413.25
CLT3526,4386.8
CLT3527,10952.94
CLT3528,60512.77
CLT3529,2697.88
CLT3530,22030.17
CLT3531,116944.05
CLT3532,12678.05
CLT3533,879.45
CLT3534,216595.35
CLT3535,7257.6
CLT3536,79.36
CLT3537,827138.78
CLT3538,25339.76
CLT3539,5147.82
CLT3540,6687.03
CLT3541,124357.43
CLT3542,4512.05
CLT3543,11967.77
CLT3544,4674.76
CLT3545,11415.18
CLT3546,18617.03
CLT3547,11480.83
CLT3548,11483.02
CLT3549,180080.28
CLT3550,2915.59
CLT3551,8402.04
CLT3552,10035.94
CLT3553,154950.48
CLT3554,1255.1
CLT3555,17940.2
CLT3556,144138.04
