ClientNum,Profit
CLT1486,7424.93
CLT1487,118173.27
CLT1488,233.27
CLT1489,27701.41
CLT1490,796.33
CLT1491,5463.03
CLT1492,52270.38
CLT1493,7349.04
CLT1494,2628.96
CLT1495,18893.78
CLT1496,26530.52
CLT1497,26551.08
CLT1498,6502.03
CLT1499,258.22
CLT1500,3608.95
CLT1501,2452.0
CLT1502,4735.82
CLT1503,3905.24
CLT1504,105818.38
CLT1505,3834.21
CLT1506,57197.26
CLT1507,1751.93
CLT1508,139.43
CLT1509,137896.67
CLT1510,16343.59
CLT1511,257578.06
CLT1512,7550.41
CLT1513,698433.32
CLT1514,26881.65
CLT1515,805.72
CLT1516,19155.7
CLT1517,6505.51
CLT1518,8818.41
CLT1519,16834.26
CLT1520,49539.07
CLT1521,5568.69
CLT1522,15149.07
CLT1523,5892.85
CLT1524,382933.02
CLT1525,207466.07
CLT1526,4086.23
CLT1527,20360.17
CLT1528,50317.45
CLT1529,13249.73
CLT1530,6615.98
CLT1531,237723.63
CLT1532,1072.5
CLT1533,17829.0
CLT1534,3331.18
CLT1535,82766.19
CLT1536,17861.8
CLT1537,20035.67
CLT1538,199669.54
CLT1539,5126.23
CLT1540,27831.4
CLT1541,83288.34
CLT1542,2267.28
CLT1543,5603.82
CLT1544,251188.44
CLT1545,9140.14
CLT1546,28975.87
CLT1547,863.36
CLT1548,17517.97
CLT1549,27192.43
CLT1550,34654.7
CLT1551,11114.07
CLT1552,41370.63
CLT1553,6326.94
CLT1554,17021.14
CLT1555,36459.74
CLT1556,6142.19
CLT1557,13200.07
CLT1558,4819.03
CLT1559,17857.14
CLT1560,169032.32
CLT1561,21009.02
CLT1562,15230.33
CLT1563,3466.86
CLT1564,2802.99
CLT1565,4763.5
CLT1566,20432.48
CLT1567,2920.97
CLT1568,179449.19
CLT1569,3943.06
CLT1570,411265.68
CLT1571,1511.97
CLT1572,28233.93
CLT1573,5333.05
CLT1574,6187.52
CLT1575,5315.04
CLT1576,2561.68
CLT1577,182.32
CLT1578,109.93
CLT1579,42978.39
CLT1580,2094.06
CLT1581,26639.52
CLT1582,7038.28
CLT1583,24952.83
CLT1584,41994.32
CLT1585,11050.35
CLT1586,9034.23
CLT1587,40772.56
CLT1588,49144.82
CLT1589,3200.09
CLT1590,15944.08
CLT1591,6833.44
CLT1592,18195.54
CLT1593,3527.45
CLT1594,328.45
CLT1595,7613.21
CLT1596,1538.24
CLT1597,8346.75
CLT1598,80889.46
CLT1599,39374.56
CLT1600,418.28
CLT1601,4367.23
CLT1602,636.8
CLT1603,8221.5
CLT1604,183750.81
CLT1605,223725.54
CLT1606,366660.64
CLT1607,9179.54
CLT1608,110104.34
CLT1609,81453.54
CLT1610,133651.4
CLT1611,212842.67
CLT1612,2248.22
CLT1613,44509.89
CLT1614,10100.29
CLT1615,247046.71
CLT1616,990.71
CLT1617,38355.37
CLT1618,31375.98
CLT1619,62744.72
CLT1620,8085.86
CLT1621,154421.54
CLT1622,42886.9
CLT1623,20590.18
CLT1624,344595.04
CLT1625,7451.45
CLT1626,9909.9
CLT1627,1917.09
CLT1628,3080.23
CLT1629,6121.58
CLT1630,21231.48
CLT1631,1081.89
CLT1632,393120.47
CLT1633,45990.18
CLT1634,6580.84
CLT1635,18896.26
CLT1636,40622.51
CLT1637,23611.21
CLT1638,258354.84
CLT1639,63608.0
CLT1640,14576.64
CLT1641,212052.72
CLT1642,6093.43
CLT1643,12696.62
CLT1644,113061.84
CLT1645,2602.15
CLT1646,5769.53
CLT1647,7188.97
CLT1648,4221.39
CLT1649,172145.61
CLT1650,1739.34
CLT1651,11209.27
CLT1652,64602.38
CLT1653,249528.43
CLT1654,941.13
CLT1655,745.39
CLT1656,9457.31
CLT1657,20751.59
CLT1658,1630.2
CLT1659,1692.57
CLT1660,197.07
CLT1661,4735.1
CLT1662,39622.75
CLT1663,24725.25
CLT1664,6209.78
CLT1665,5170.26
CLT1666,56381.46
CLT1667,2174.48
CLT1668,3497.15
CLT1669,12167.57
CLT1670,12414.74
CLT1671,23777.41
CLT1672,75529.98
CLT1673,10340.81
CLT1674,9776.37
CLT1675,30219.9
CLT1676,21844.26
CLT1677,15535.97
CLT1678,69318.01
CLT1679,7859.58
CLT1680,645.65
CLT1681,723.94
CLT1682,171397.1
CLT1683,12262.71
CLT1684,1648.7
CLT1685,20252.85
CLT1686,6552.18
CLT1687,199590.86
CLT1688,1132.83
CLT1689,954.53
CLT1690,24164.31
CLT1691,309831.25
CLT1692,3678.69
CLT1693,4799.44
CLT1694,19331.88
CLT1695,0.0
CLT1696,1773.37
CLT1697,1894.3
CLT1698,3628.27
CLT1699,5285.29
CLT1700,47345.31
CLT1701,3853.51
CLT1702,5845.17
CLT1703,933.08
CLT1704,78170.65
CLT1705,11169.82
CLT1706,23403.82
CLT1707,28572.26
CLT1708,25483.21
CLT1709,165107.58
CLT1710,273726.27
CLT1711,32519.31
CLT1712,11202.81
CLT1713,4394.0
CLT1714,40931.45
CLT1715,13218.29
CLT1716,3175.95
CLT1717,26852.7
CLT1718,25858.58
CLT1719,4263.21
CLT1720,8265.51
CLT1721,101241.8
CLT1722,16189.4
CLT1723,6287.54
CLT1724,6349.21
CLT1725,10834.98
CLT1726,7282.24
CLT1727,4113.84
CLT1728,1022.09
CLT1729,47483.57
CLT1730,7843.44
CLT1731,255462.45
CLT1732,2072.61
CLT1733,16576.86
CLT1734,392.8
CLT1735,3847.58
CLT1736,74481.04
CLT1737,40531.27
CLT1738,47308.54
CLT1739,290.38
CLT1740,8869.59
CLT1741,16552.16
CLT1742,9210.1
CLT1743,64539.12
CLT1744,4907.76
CLT1745,30770.07
CLT1746,2976.47
CLT1747,9969.97
CLT1748,159691.56
CLT1749,5491.2
CLT1750,4391.07
CLT1751,7272.89
CLT1752,8841.43
CLT1753,10036.73
CLT1754,188978.45
CLT1755,1911.47
CLT1756,3474.62
CLT1757,2456.02
CLT1758,12392.76
CLT1759,17306.85
CLT1760,51298.83
CLT1761,44147.73
CLT1762,5772.0
CLT1763,15135.67
CLT1764,6158.93
CLT1765,5464.92
CLT1766,956962.82
CLT1767,14299.69
CLT1768,13404.36
CLT1769,202471.06
CLT1770,119436.19
CLT1771,405.41
CLT1772,9349.6
CLT1773,2855.53
CLT1774,18772.0
CLT1775,10799.27
CLT1776,317537.99
CLT1777,4206.07
CLT1778,2215.52
CLT1779,7057.03
CLT1780,125352.57
CLT1781,1544.41
CLT1782,7616.1
CLT1783,1122.39
CLT1784,31110.65
CLT1785,10983.21
CLT1786,68952.65
CLT1787,16788.35
CLT1788,14226.47
CLT1789,1553.78
CLT1790,12084.96
CLT1791,18620.04
CLT1792,19411.21
CLT1793,5526.09
CLT1794,10076.16
CLT1795,912.96
CLT1796,11962.41
CLT1797,23744.21
CLT1798,8775.76
CLT1799,95746.22
CLT1800,14858.71
CLT1801,80885.56
CLT1802,21261.04
CLT1803,39220.92
CLT1804,13045.63
CLT1805,138905.3
CLT1806,7911.88
CLT1807,6820.31
CLT1808,12211.5
CLT1809,8310.02
CLT1810,3220.19
CLT1811,114568.67
CLT1812,5148.0
CLT1813,4519.81
CLT1814,8257.66
CLT1815,143654.24
CLT1816,1403.65
CLT1817,19360.9
CLT1818,443664.92
CLT1819,7138.58
CLT1820,81602.9
CLT1821,141041.76
CLT1822,34658.52
CLT1823,1872.03
CLT1824,2140.97
CLT1825,950.51
CLT1826,3549.97
CLT1827,3323.66
CLT1828,74297.68
CLT1829,6612.0
CLT1830,25694.97
CLT1831,2052.49
CLT1832,15586.16
CLT1833,3734.18
CLT1834,57846.61
CLT1835,3509.23
CLT1836,17048.22
CLT1837,9698.12
CLT1838,4810.19
CLT1839,4264.79
CLT1840,13907.39
CLT1841,9488.46
CLT1842,271035.83
CLT1843,24733.29
CLT1844,291633.94
CLT1845,5150.42
CLT1846,4054.59
CLT1847,13915.71
CLT1848,62028.35
CLT1849,51970.03
CLT1850,12549.57
CLT1851,318.05
CLT1852,320996.36
CLT1853,9187.57
CLT1854,11443.69
CLT1855,8567.68
CLT1856,3289.9
CLT1857,71995.83
CLT1858,8711.11
CLT1859,15836.84
CLT1860,5592.58
CLT1861,88240.06
CLT1862,13310.28
CLT1863,15776.79
CLT1864,81.78
CLT1865,6709.04
CLT1866,8356.11
CLT1867,73290.65
CLT1868,21195.6
CLT1869,202791.59
CLT1870,5725.92
CLT1871,2144631.72
CLT1872,5211.01
CLT1873,5028.98
CLT1874,14023.78
CLT1875,363921.83
CLT1876,63626.89
CLT1877,266131.1
CLT1878,23411.42
CLT1879,49426.69
CLT1880,6172.51
CLT1881,32389.61
CLT1882,123203.68
CLT1883,278.85
CLT1884,46589.73
CLT1885,946.49
CLT1886,1249817.44
CLT1887,42515.12
CLT1888,133359.05
CLT1889,504.08
CLT1890,9156.48
CLT1891,2431.9
CLT1892,18127.4
CLT1893,6101.17
CLT1894,19220.05
CLT1895,938.43
CLT1896,55743.49
CLT1897,33962.08
CLT1898,11433.17
CLT1899,7540.2
CLT1900,21224.27
CLT1901,12656.07
CLT1902,21090.82
CLT1903,244779.41
CLT1904,3655.89
CLT1905,69448.12
CLT1906,3780.57
CLT1907,10651.25
CLT1908,43758.08
CLT1909,111535.27
CLT1910,8000.88
CLT1911,6868.84
CLT1912,3163.63
CLT1913,19789.05
CLT1914,395138.78
CLT1915,1952.22
CLT1916,5619.64
CLT1917,31275.57
CLT1918,0.0
CLT1919,52408.45
CLT1920,4836.99
CLT1921,7610.47
CLT1922,99416.83
CLT1923,11501.19
CLT1924,954.52
CLT1925,30790.28
CLT1926,6931.04
CLT1927,0.0
CLT1928,82966.43
CLT1929,1610.89
CLT1930,16285.96
CLT1931,89895.92
CLT1932,1602.05
CLT1933,311098.24
CLT1934,103321.03
CLT1935,2617.72
CLT1936,2054.91
CLT1937,88201.2
CLT1938,7428.95
CLT1939,10172.43
CLT1940,8044.08
CLT1941,91157.36
CLT1942,9094.76
CLT1943,32722.1
CLT1944,7446.37
CLT1945,10912.18
CLT1946,1827.0
CLT1947,4864.88
CLT1948,6133.07
CLT1949,60567.35
CLT1950,683.72
CLT1951,6166.89
CLT1952,4752.53
CLT1953,209213.64
CLT1954,5102.41
CLT1955,327.12
CLT1956,9110.35
CLT1957,19457.9
CLT1958,4962.21
CLT1959,4538.83
CLT1960,274512.56
CLT1961,423060.55
CLT1962,15456.34
CLT1963,3692.62
CLT1964,2823.37
CLT1965,180700.89
CLT1966,8464.72
CLT1967,37986.31
CLT1968,2209070.48
CLT1969,23916.84
CLT1970,20941.72
CLT1971,30700.45
CLT1972,295225.35
CLT1973,31572.36
CLT1974,26452.88
CLT1975,150865.92
CLT1976,17373.18
CLT1977,2137.5
CLT1978,12115.8
CLT1979,3804.7
CLT1980,24496.01
CLT1981,7970.85
CLT1982,73946.2
CLT1983,16062.73
CLT1984,7290.31
CLT1985,19221.98
CLT1986,3425.84
CLT1987,413425.52
CLT1988,6049.46
CLT1989,16454.87
CLT1990,9017.59
CLT1991,22219.6
CLT1992,422.3
CLT1993,356076.05
CLT1994,11196.64
CLT1995,5329.56
CLT1996,6073.31
CLT1997,30019.5
CLT1998,17790.16
CLT1999,19521.99
CLT2000,1329.9
CLT2001,7320.89
CLT2002,11366.93
CLT2003,6301.52
CLT2004,4356.23
CLT2005,10960.71
CLT2006,32692.63
CLT2007,31323.68
CLT2008,22558.79
CLT2009,1059.1
CLT2010,4547.16
CLT2011,6894.29
CLT2012,132317.93
CLT2013,1589.98
CLT2014,8100.35
CLT2015,3447.03
CLT2016,17600.27
CLT2017,15471.45
CLT2018,4629.73
CLT2019,272369.83
CLT2020,81859.01
CLT2021,24521.14
CLT2022,66452.85
CLT2023,13275.14
CLT2024,5422.56
CLT2025,1473.34
CLT2026,7547.21
CLT2027,9309.27
CLT2028,15146.74
CLT2029,12937.04
CLT2030,31267.26
CLT2031,269606.39
CLT2032,87.14
CLT2033,251080.23
CLT2034,24060.82
CLT2035,23660.76
CLT2036,40437.37
CLT2037,26914.77
CLT2038,23400.38
CLT2039,6456.71
CLT2040,5335.71
CLT2041,176.96
CLT2042,32509.13
CLT2043,153494.96
CLT2044,10538.05
CLT2045,32868.72
CLT2046,163.56
CLT2047,5240.52
CLT2048,468715.26
CLT2049,3070.3
CLT2050,1493.47
CLT2051,22752.08
CLT2052,2077.16
CLT2053,12349.89
CLT2054,4958.96
CLT2055,114448.52
CLT2056,10270.04
CLT2057,3823.46
CLT2058,13344.07
CLT2059,4204.48
CLT2060,104806.3
CLT2061,29345.24
CLT2062,2040.43
CLT2063,1898.59
CLT2064,14842.91
CLT2065,46226.99
CLT2066,366383.31
CLT2067,1034.97
CLT2068,96123.56
CLT2069,4050.56
CLT2070,3964.23
CLT2071,770.59
CLT2072,11887.35
CLT2073,9926.83
CLT2074,47284.65
CLT2075,18261.47
CLT2076,3684.06
CLT2077,10282.87
CLT2078,51237.73
CLT2079,5835.76
CLT2080,9613.63
CLT2081,4656.27
CLT2082,108987.45
CLT2083,15284.52
CLT2084,4835.66
CLT2085,9484.96
CLT2086,2989.34
CLT2087,11022.58
CLT2088,11990.17
CLT2089,31216.5
CLT2090,4154.63
CLT2091,12223.85
CLT2092,410200.0
CLT2093,69208.47
CLT2094,5680.51
CLT2095,10330.87
CLT2096,1202.27
CLT2097,0.0
CLT2098,80259.13
CLT2099,12916.92
CLT2100,59329.5
CLT2101,1356.18
CLT2102,91103.3
CLT2103,39247.6
CLT2104,8566.33
CLT2105,61424.71
CLT2106,8801.73
CLT2107,51870.97
CLT2108,836.56
CLT2109,40420.02
CLT2110,17612.62
CLT2111,89471.85
CLT2112,8727.51
CLT2113,1422.66
CLT2114,8116.98
CLT2115,5093.87
CLT2116,1140.34
CLT2117,3824.79
CLT2118,10787.76
CLT2119,158.19
CLT2120,45336.88
CLT2121,3349.44
CLT2122,2433.23
CLT2123,103632.2
CLT2124,34777.79
CLT2125,156116.47
CLT2126,14027.75
CLT2127,697.13
CLT2128,4875.85
CLT2129,378453.97
CLT2130,36103.7
CLT2131,130888.34
CLT2132,6918.43
CLT2133,12691.67
CLT2134,3753.75
CLT2135,17785.07
CLT2136,2528.98
CLT2137,2477925.74
CLT2138,24920.15
CLT2139,4788.19
CLT2140,14192.38
CLT2141,1284.87
CLT2142,91334.98
CLT2143,48603.7
CLT2144,659482.4
CLT2145,3987.27
CLT2146,183406.24
CLT2147,5020.62
CLT2148,13868.51
CLT2149,5438.93
CLT2150,2271.03
CLT2151,28857.37
CLT2152,118997.42
CLT2153,33165.88
CLT2154,9676.64
CLT2155,86461.19
CLT2156,534023.76
CLT2157,10166.53
CLT2158,25404.93
CLT2159,11677.35
CLT2160,8604.16
CLT2161,11526.69
CLT2162,4218.14
CLT2163,9413.33
CLT2164,205985.84
CLT2165,10912.7
CLT2166,5009.38
CLT2167,6473.89
CLT2168,9364.01
CLT2169,643079.65
CLT2170,1991.64
CLT2171,7169.66
CLT2172,46637.42
CLT2173,7057.07
CLT2174,811693.59
CLT2175,567740.22
CLT2176,6182.49
CLT2177,13151.8
CLT2178,113594.9
CLT2179,22637.86
CLT2180,24364.29
CLT2181,418.28
CLT2182,10805.49
CLT2183,5223.9
CLT2184,103796.94
CLT2185,5642.71
CLT2186,2060.28
CLT2187,23272.0
CLT2188,8339.0
CLT2189,5412.38
CLT2190,1226.66
CLT2191,75678.79
CLT2192,1476.03
CLT2193,17361.09
CLT2194,5067.58
CLT2195,7808.4
CLT2196,12401.61
CLT2197,8945.99
CLT2198,26784.43
CLT2199,4962.99
CLT2200,9942.08
CLT2201,6169.85
CLT2202,3224.22
CLT2203,6845.26
CLT2204,4194.58
CLT2205,78634.36
CLT2206,55595.9
CLT2207,16717.36
CLT2208,23960.24
CLT2209,4933.22
CLT2210,11388.63
CLT2211,11627.51
CLT2212,7042.3
CLT2213,418.28
CLT2214,38027.27
CLT2215,5225.76
CLT2216,11348.14
CLT2217,13886.19
CLT2218,76840.85
CLT2219,130.04
CLT2220,67450.98
CLT2221,17394.94
CLT2222,10027.9
CLT2223,37069.56
CLT2224,96163.75
CLT2225,1867.49
CLT2226,7336.98
CLT2227,94235.12
CLT2228,229574.83
CLT2229,93206.46
CLT2230,20816.73
CLT2231,4992.22
CLT2232,723.94
CLT2233,3163.95
CLT2234,157644.13
CLT2235,8775.74
CLT2236,37803.14
CLT2237,251736.64
CLT2238,4685.64
CLT2239,27345.62
CLT2240,177869.12
CLT2241,13538.46
CLT2242,2526.01
CLT2243,9565.4
CLT2244,337318.32
CLT2245,15227.6
CLT2246,2855.25
CLT2247,181430.08
CLT2248,28193.39
CLT2249,10974.95
CLT2250,130698.8
CLT2251,928.24
CLT2252,2339.92
CLT2253,338.92
CLT2254,17389.53
CLT2255,4928.69
CLT2256,2655.23
CLT2257,125169.29
CLT2258,6065.0
CLT2259,21208.71
CLT2260,195585.05
CLT2261,8066.01
CLT2262,7377.19
CLT2263,8571.71
CLT2264,12302.96
CLT2265,7478.83
CLT2266,764884.29
CLT2267,21718.18
CLT2268,266628.19
CLT2269,8949.23
CLT2270,7456.55
CLT2271,254711.42
CLT2272,20534.12
CLT2273,40524.01
CLT2274,19602.66
CLT2275,51262.65
CLT2276,6474.7
